testcase_index,trace,Passed/Failed
71,"['t2', 't3', 't3', 't5', 't2', 't3', 't3', 't6']",Passed
72,"['t1', 't2', 't6', 't8', 't1', 't2', 't3', 't5', 't1', 't2']",Passed
73,"['t2', 't5', 't1', 't1', 't2', 't5']",Passed
74,"['t2', 't5', 't1', 't1', 't1', 't2', 't5', 't2', 't5']",Passed
75,"['t2', 't3', 't6', 't8', 't1', 't2', 't3', 't5', 't1', 't1']",Passed
76,"['t2', 't3', 't6']",Failed
77,"['t2', 't3', 't6']",Failed
78,"['t1', 't1', 't2', 't3', 't3']",Passed
79,"['t2', 't3', 't3', 't3', 't5', 't1', 't2', 't6', 't8']",Passed
80,"['t2', 't6']",Failed
81,"['t2', 't3', 't3', 't5', 't2', 't6']",Passed
82,"['t1', 't2', 't3', 't3', 't5', 't1', 't2', 't5', 't1', 't2']",Passed
83,"['t1', 't2', 't6', 't8', 't2', 't5']",Passed
84,"['t1', 't1', 't1', 't1', 't2', 't3', 't6']",Failed
85,"['t1', 't1', 't2', 't5', 't1', 't1']",Passed
86,"['t1', 't1', 't2', 't6']",Failed
87,"['t2', 't5', 't2', 't3', 't6', 't8', 't2', 't3', 't5']",Passed
88,"['t2', 't3', 't3', 't3', 't5', 't2', 't3', 't3', 't6']",Failed
89,"['t1', 't1', 't2', 't6']",Failed
90,"['t2', 't5', 't2', 't3', 't3']",Passed
91,"['t2', 't3', 't6']",Failed
92,"['t1', 't2', 't6']",Failed
93,"['t2', 't6', 't8', 't2', 't5', 't1', 't2', 't5']",Passed
94,"['t1', 't1', 't1', 't2', 't3', 't5', 't2', 't3', 't3']",Passed
95,"['t2', 't3', 't6', 't8', 't2', 't6', 't8', 't2']",Passed
96,"['t2', 't6', 't8', 't2', 't5', 't2', 't3', 't6', 't8', 't2']",Passed
97,"['t2', 't5', 't1', 't1', 't2', 't6']",Failed
98,"['t1', 't2', 't5', 't2', 't6']",Failed
99,"['t2', 't5', 't1', 't2', 't6']",Passed
100,"['t2', 't5', 't1', 't1', 't1', 't1', 't1', 't2', 't6']",Passed
101,"['t1', 't2', 't5', 't2', 't6', 't8', 't1', 't2']",Passed
102,"['t2', 't6']",Failed
103,"['t2', 't5', 't1', 't2', 't5', 't2', 't3']",Passed
104,"['t1', 't2', 't3', 't6']",Failed
105,"['t2', 't3', 't3', 't5', 't2', 't6']",Failed
106,"['t1', 't2', 't3', 't5', 't2', 't5', 't1', 't1']",Passed
107,"['t2', 't3', 't5', 't2', 't3', 't6']",Passed
108,"['t2', 't3', 't3', 't3', 't6']",Failed
109,"['t1', 't2', 't6']",Failed
110,"['t1', 't2', 't5', 't1', 't1']",Passed
111,"['t2', 't3', 't5', 't2', 't6']",Failed
112,"['t2', 't5', 't1', 't2', 't6']",Failed
113,"['t2', 't3', 't5', 't2', 't3', 't3', 't3']",Passed
114,"['t2', 't3', 't6', 't8', 't2', 't6']",Failed
115,"['t2', 't5', 't2', 't5', 't2']",Passed
116,"['t1', 't1', 't1', 't1', 't2', 't3', 't6', 't8', 't1']",Passed
117,"['t1', 't1', 't1', 't1', 't1', 't2', 't6']",Failed
118,"['t2', 't5', 't2', 't6', 't8']",Passed
119,"['t2', 't6', 't8', 't2', 't6']",Passed
120,"['t1', 't2', 't3', 't3', 't5']",Passed
121,"['t1', 't1', 't1', 't2', 't5', 't1', 't1', 't1', 't2', 't5', 't1']",Passed
122,"['t1', 't2', 't5', 't1', 't1', 't2', 't5', 't2', 't3', 't5', 't2']",Passed
123,"['t2', 't6', 't8', 't2', 't3', 't5']",Passed
124,"['t2', 't6', 't8', 't1', 't1']",Passed
125,"['t2', 't3', 't6', 't8', 't1', 't1', 't1', 't2', 't3', 't3']",Passed
126,"['t2', 't6']",Failed
127,"['t2', 't5', 't2', 't6']",Failed
128,"['t1', 't1', 't1', 't2', 't3', 't6']",Passed
129,"['t1', 't1', 't1', 't2', 't6', 't8', 't2', 't3', 't5', 't1', 't2', 't6']",Passed
130,"['t2', 't3', 't3', 't5', 't1', 't2', 't3', 't6']",Failed
131,"['t1', 't2', 't3', 't3', 't6']",Passed
132,"['t2', 't6']",Failed
133,"['t1', 't1', 't1', 't1', 't1', 't2', 't3']",Passed
134,"['t2', 't6']",Failed
135,"['t2', 't5', 't2', 't6']",Failed
136,"['t1', 't1', 't1', 't2', 't5', 't2', 't3', 't6']",Failed
137,"['t1', 't1', 't1', 't1', 't1', 't2', 't5', 't1', 't1', 't2', 't6']",Failed
138,"['t2', 't3', 't6']",Failed
139,"['t1', 't1', 't1', 't1', 't2', 't6', 't8', 't2']",Passed
140,"['t1', 't2', 't3', 't5', 't1', 't2', 't5']",Passed
141,"['t2', 't3', 't5', 't2', 't5', 't1']",Passed
142,"['t1', 't2', 't3', 't3', 't3', 't3', 't6', 't8', 't2', 't6']",Passed
143,"['t2', 't3', 't6', 't8', 't2', 't6']",Failed
144,"['t1', 't1', 't2', 't3', 't6']",Failed
145,"['t2', 't5', 't2', 't5', 't1']",Passed
146,"['t2', 't5', 't1', 't1', 't1']",Passed
147,"['t2', 't6', 't8', 't1', 't1']",Passed
148,"['t1', 't2', 't6']",Failed
149,"['t1', 't1', 't1', 't2', 't5', 't1', 't2', 't5']",Passed
150,"['t2', 't3', 't3', 't6', 't8', 't1', 't2', 't6', 't8']",Passed
151,"['t2', 't3', 't5', 't1', 't1', 't1', 't1', 't1', 't2', 't6']",Failed
152,"['t2', 't3', 't5', 't1', 't1', 't2', 't6']",Passed
153,"['t2', 't6', 't8', 't2', 't5', 't2', 't6']",Failed
154,"['t2', 't3', 't6', 't8', 't1', 't2', 't6']",Passed
155,"['t2', 't3', 't5', 't1', 't1', 't2', 't5', 't2', 't6']",Passed
156,"['t2', 't6', 't8', 't1', 't2', 't3']",Passed
157,"['t1', 't2', 't6', 't8', 't1']",Passed
158,"['t1', 't2', 't5', 't2', 't6']",Passed
159,"['t1', 't1', 't2', 't6', 't8', 't2', 't5']",Passed
160,"['t2', 't3', 't6']",Failed
161,"['t1', 't1', 't1', 't1', 't1', 't1', 't2', 't3', 't6']",Passed
162,"['t2', 't6', 't8', 't2', 't5', 't2', 't5']",Passed
163,"['t1', 't2', 't3', 't6']",Failed
164,"['t2', 't5', 't2', 't5', 't1', 't2']",Passed
165,"['t2', 't5', 't1', 't1', 't2', 't3', 't5', 't1', 't1', 't2']",Passed
166,"['t1', 't2', 't5', 't2', 't5', 't1', 't1', 't1']",Passed
167,"['t1', 't1', 't2', 't5', 't1', 't2', 't5']",Passed
168,"['t2', 't6']",Failed
169,"['t2', 't3', 't6']",Failed
170,"['t1', 't1', 't2', 't5', 't2', 't3']",Passed
171,"['t1', 't1', 't2', 't3', 't6', 't8', 't2']",Passed
172,"['t1', 't1', 't2', 't6', 't8', 't2', 't3']",Passed
173,"['t2', 't3', 't5', 't2', 't5']",Passed
174,"['t1', 't2', 't5', 't2', 't5', 't1', 't1']",Passed
175,"['t1', 't1', 't1', 't2', 't6', 't8', 't2', 't3', 't5', 't1', 't1', 't2']",Passed
176,"['t2', 't6', 't8', 't1', 't2', 't5', 't1']",Passed
177,"['t2', 't3', 't3', 't6', 't8', 't1']",Passed
178,"['t1', 't2', 't5', 't2', 't5', 't1']",Passed
179,"['t1', 't1', 't2', 't6']",Failed
180,"['t2', 't3', 't3', 't5', 't2']",Passed
181,"['t2', 't6', 't8', 't2', 't3', 't5', 't2', 't5']",Passed
182,"['t1', 't1', 't2', 't5', 't2', 't5', 't1']",Passed
183,"['t2', 't6']",Failed
184,"['t1', 't1', 't1', 't2', 't6']",Passed
185,"['t2', 't3', 't5', 't1', 't2']",Passed
186,"['t2', 't6', 't8', 't2', 't5', 't2', 't3', 't3', 't6', 't8', 't1', 't2']",Passed
187,"['t1', 't2', 't3', 't5', 't1']",Passed
188,"['t1', 't1', 't2', 't3', 't3', 't5', 't2']",Passed
189,"['t2', 't3', 't6', 't8', 't2', 't3', 't6', 't8', 't2', 't6']",Passed
190,"['t2', 't6']",Failed
191,"['t2', 't3', 't6', 't8', 't2', 't5', 't2', 't6', 't8', 't2', 't3', 't3']",Passed
192,"['t2', 't3', 't3', 't3', 't5', 't2']",Passed
193,"['t2', 't3', 't6', 't8', 't1', 't1', 't2', 't5', 't1', 't1', 't2']",Passed
194,"['t2', 't6', 't8', 't1', 't2']",Passed
195,"['t2', 't6']",Failed
196,"['t1', 't1', 't2', 't6', 't8', 't2', 't5', 't1']",Passed
197,"['t1', 't1', 't1', 't1', 't2', 't6', 't8', 't2', 't5']",Passed
198,"['t2', 't6', 't8', 't1', 't2', 't5', 't1']",Passed
199,"['t2', 't6']",Failed
200,"['t2', 't3', 't6', 't8', 't2', 't6']",Failed
201,"['t2', 't3', 't3', 't5', 't1', 't2', 't6']",Passed
202,"['t2', 't6', 't8', 't2', 't5', 't1', 't1', 't1', 't1', 't2', 't3']",Passed
203,"['t2', 't5', 't1', 't1', 't2', 't3', 't5', 't1', 't1', 't2', 't6']",Passed
204,"['t2', 't5', 't1', 't1', 't1', 't1', 't2', 't3', 't3']",Passed
205,"['t2', 't6', 't8', 't1', 't1', 't1', 't1']",Passed
206,"['t1', 't1', 't1', 't2', 't3', 't3', 't6']",Failed
207,"['t2', 't3', 't3', 't6', 't8', 't2', 't6', 't8']",Passed
208,"['t2', 't3', 't5', 't2', 't6', 't8', 't1', 't2']",Passed
209,"['t2', 't6']",Failed
210,"['t2', 't6', 't8', 't2', 't5', 't2', 't5', 't2', 't6', 't8', 't2']",Passed
211,"['t1', 't1', 't1', 't2', 't5', 't2', 't3', 't5', 't2', 't3']",Passed
212,"['t1', 't1', 't2', 't3', 't6']",Passed
213,"['t1', 't2', 't5', 't1', 't1', 't2', 't6', 't8']",Passed
214,"['t2', 't5', 't2', 't3', 't3', 't5', 't1', 't1', 't2']",Passed
215,"['t2', 't3', 't5', 't1', 't2', 't3', 't3', 't6']",Failed
216,"['t2', 't5', 't1', 't2', 't3', 't5', 't2', 't3', 't6']",Failed
217,"['t2', 't3', 't6']",Failed
218,"['t1', 't1', 't2', 't3', 't3', 't6']",Failed
219,"['t2', 't6']",Failed
220,"['t2', 't3', 't6']",Failed
221,"['t2', 't5', 't2', 't6']",Failed
222,"['t2', 't3', 't5', 't2', 't3', 't6', 't8', 't1', 't2', 't6']",Passed
223,"['t2', 't3', 't3', 't3', 't5', 't1']",Passed
224,"['t2', 't5', 't1', 't2', 't5', 't2', 't3', 't5', 't1', 't1', 't2']",Passed
225,"['t1', 't1', 't2', 't3', 't5', 't1', 't1', 't2', 't3', 't6']",Passed
226,"['t2', 't5', 't2', 't3', 't5', 't1', 't1', 't1']",Passed
227,"['t2', 't6']",Failed
228,"['t1', 't1', 't1', 't2', 't3', 't5', 't2']",Passed
229,"['t2', 't3', 't6', 't8', 't1', 't1', 't2', 't6']",Failed
230,"['t1', 't1', 't2', 't5', 't1', 't2', 't5', 't2', 't3', 't6']",Failed
231,"['t2', 't5', 't2', 't3', 't5', 't1', 't2', 't5', 't2', 't3', 't6', 't8']",Passed
232,"['t2', 't6']",Failed
233,"['t2', 't5', 't2', 't5', 't2', 't5', 't2', 't3', 't6']",Passed
234,"['t2', 't3', 't6']",Failed
235,"['t1', 't1', 't2', 't6', 't8']",Passed
236,"['t1', 't2', 't5', 't2', 't5', 't2']",Passed
237,"['t1', 't2', 't5', 't1', 't2']",Passed
238,"['t2', 't6']",Failed
239,"['t2', 't5', 't2', 't3', 't6']",Failed
240,"['t1', 't2', 't3', 't5', 't1', 't2', 't5', 't2', 't5']",Passed
241,"['t2', 't6', 't8', 't1', 't1', 't1', 't2', 't5', 't2', 't6', 't8']",Passed
242,"['t2', 't5', 't2', 't6']",Failed
243,"['t2', 't3', 't6']",Failed
244,"['t1', 't1', 't1', 't2', 't5', 't1']",Passed
245,"['t2', 't3', 't3', 't5', 't2', 't5', 't2', 't3', 't6', 't8', 't2']",Passed
246,"['t1', 't1', 't2', 't3', 't5', 't1']",Passed
247,"['t1', 't1', 't1', 't1', 't1', 't1', 't2', 't6', 't8', 't1', 't1']",Passed
248,"['t2', 't6']",Failed
249,"['t1', 't1', 't2', 't3', 't6', 't8', 't2', 't3']",Passed
250,"['t2', 't6']",Failed
